Comment,Polarity,Subjectivity,Channel
Should of been a bucket of piss,0.0,0.0,The Times
Should 39 ve thrown hot oil,0.25,0.8500000000000001,The Times
At this point im surprised nobody had ever said nigga,0.1,0.9,The Times
Next time use piss,0.0,0.0,The Times
just remember ladies and gents if you ever feel like a loser or feel like your life is worthless just remind yourself there are people like this who think slowly walking in traffic will do anything whatsoever funny how they wont go to china or russia who are the largest polluters in the world by percentage and pull this,-0.2833333333333334,0.7666666666666666,The Times
What about a SuperSoaker brigade to hose down protestors This would be especially effective when Winter comes,0.4222222222222222,0.6444444444444445,The Times
Just stop thinking,0.0,0.0,The Times
Replace the water with old oil,0.1,0.2,The Times
What better way to get people to support your cause than by pissing everybody off br br These aren 39 t environmentalists they 39 re attention seekers trying to make themselves feel important,0.45,0.75,The Times
Fake protesters trying to frame some quot greenpiece quot to make everyone hates them It simple not possible to explain it otherwise,-0.16666666666666666,0.7857142857142857,The Times
Copper at the end sounds like he s gonna burst into tears This is what happens when you employ uni woke graduates into the police with no backbone or street sav,0.0,0.0,The Times
I 39 m amazed that no one has thrown oil on them yet Oooh ooh used motor oil That 39 s the ticket That really nasty black stuff you get when you haven 39 t changed your oil in ages,-0.5833333333333334,0.7166666666666667,The Times
Arm the people with super soakers and hose pipes to soak em wet,0.11666666666666665,0.5333333333333333,The Times
but people are retarded,-0.8,0.8,The Times
Lets block traffic causing people to idle and waste gas because were wanting to stop oil,-0.2,0.0,The Times
stop oil companiers,0.0,0.0,The Times
should have thrown oil on them any type of oil,0.0,0.0,The Times
Stupid lazy c nts,-0.5249999999999999,1.0,The Times
oooops my foot slipped off the bloody brakes must be covered with oil,-0.8,0.9,The Times
Stupid people,-0.7999999999999999,1.0,The Times
Add some dishwashing liquid to that water It ll sting if it gets in the eyes,0.0,0.0,The Times
6 people,0.0,0.0,The Times
These JSO thugs should suck massive dick,0.0,1.0,The Times
Tree huggin hippies,0.0,0.0,The Times
Water is too good for them urine would be more appropriate,0.5666666666666667,0.5333333333333333,The Times
Democrats are scum,-0.3,0.4,The Times
God will make a way where there seems to be no way,0.0,0.0,The Times
They Got in secretly God showed them a way,-0.4,0.7,The Times
Whats that gold spray,0.0,0.0,The Times
With Berkshire Munger and Buffett have each accomplished a remarkable feat They 39 ve made a lot of individuals rich by transforming thousands into billions Reading Berkshire 39 s annual letters helped me realize the market 39 s potential I recently sold my condo in the Bel Air neighborhood with the intention of investing the proceeds in the stock market Crossing fingers,0.265,0.65,The Times
We in this country are very soft on these sort of crime amp knife crime The country is turning to anarchism,0.13,0.45499999999999996,The Times
How did security at the gates miss the writing on the shirts oh security there are non English speaking folk trafficked from goodness knows,0.0,0.0,The Times
The Leftwing Socialist losers couldnt afford Centre Court so the distracted Court 18 br These losers have no passions in life No purpose So they go distract those who do,-0.2,0.2,The Times
Jail them all,-0.1,0.0,The Times
middle class people causing disruption,0.0,0.0,The Times
Have groundskeeper on standby with a hose to keep the grass in tip top condition,0.5,0.5,The Times
Right I hear ya I 39 ve just stopped oil Let me know when you start feeling the benefits but I can now assure you that oil has now definitely been stopped OK If I continue to see ANY MORE of these protests then I 39 m just gonna START oil again because my stopping it will have obviously made no difference Fair enough br br The ball 39 s now in your court,0.28367346938775506,0.5622448979591836,The Times
This still wont make me watch the tennis,0.0,0.0,The Times
Why not cover them in orange paint and let them on their way A nice coating of gloss would do the trick,0.6,1.0,The Times
Next up is the snooker championship again,0.0,0.0,The Times
I saw them outside the Manchester arena love their enthusiasm,0.25,0.325,The Times
SAD Dillususnal middle class twats,-0.25,0.5,The Times
Pathetic middle class Arsholes,-0.5,0.5,The Times
What are their clothes made out of,0.0,0.0,The Times
Not another clime idiot,-0.8,0.8,The Times
Moron Double fault Called out,-0.4,0.5,The Times
This is a false flag Why do you think they are always able to get past security and do what they do Totally contrived movement as a means of pushing ahead climate control measures and keeping us all further befuddled,-0.13000000000000003,0.545,The Times
Haha could of been worse could of been a terrorist wait all these people watching these matches are gossiping espionage nosey gits shame it wasn 39 t a terrorist Ha Gotem,-0.1,0.44999999999999996,The Times
Here is a list of consumer products made with oil and petroleum products br br Antiseptics br Awnings br Balloons br Ballpoint Pens br Bandages br Basketballs br Boats br Cameras br CD s amp DVD s br Clothes br Clothesline br Combs br Dentures br Dice br Dishes br Drinking Cups br Electric Blankets br Electrician s Tape br Eyeglasses br Fishing Boots br Fishing lures br Fishing Rods br Folding Doors br Football Cleats br Football Helmets br Footballs br Golf Bags br Golf Balls br Guitar Strings br Hair Curlers br Ice Chests br Ice Cube Trays br Insect Repellent br Laptops br Life Jackets br Luggage br Mops br Motorcycle Helmet br Nylon Rope br Paint Brushes br Paint Rollers br Parachutes br Petroleum Jelly br Purses br Refrigerators br Roller Skates br Rubber Cement br Shag Rugs br Shampoo br Shoe Polish br Shoelace Aglets br Shoes br Shower Curtains br Skis br Soap br Speakers br Sun Glasses br Surf Boards br Telephones br Tennis Rackets br Tents br Toilet Seats br Tool Boxes br Tool Racks br Toothbrushes br Transparent Tape br Trash Bags br Umbrellas br Yarn,-0.3444444444444445,0.39999999999999997,The Times
Autistic ASSHOLES,-0.2,0.2,The Times
Selfish tossers Nuff said,-0.5,1.0,The Times
I wonder how far these protestors have cycled to get to Wimbledon for their anti oil demo They can t all have walked there surely,0.3,0.9444444444444444,The Times
This nonsense cannot happen in Kenya They would get a beating of their lifetime You guys have become wimps,0.0,0.0,The Times
One day these people will confront a group equally as deranged as them,0.0,0.25,The Times
Bunch of wankers and wasters Lock them up,0.0,0.0,The Times
Send them to Jail Stupid reporter questions,-0.44999999999999996,0.5,The Times
THINK YOU ARE ALL MISSING THE POINT These protestors should not be handcuffed and removed by the corporate police What have they been arrested for littering The Government is trying to make them a terrorist item so they can ban them What happened to free speech The security should have asked them to leave Not the police The police oath should stand This is a private matter not a public one TRESPASS MAYBE The world watches Wimbledon so we must behave br br The rain stopped more play than the protesters Did the cops arrest the clouds br br Wish they would work as hard when it comes to road maintenance,0.04479166666666665,0.2916666666666667,The Times
Hijacking an event which a lot of people put effort into is Narcissistic br This will not win people into your favour it does the opposite,-0.2,0.2,The Times
Nutter,0.0,0.0,The Times
She wasn 39 t really a great spokesperson for her cause when given a media platform I noticed,0.8,0.75,The Times
Last Degeneration,0.0,0.06666666666666667,The Times
So the pr k is happy to teach his Grand Children criminal activity Couple of fann s,0.3,0.85,The Times
HIGHEST AVERAGE WORLD TEMPERATURE RECORDED 3 JULY 2023 br bRENEWABLE ENERGY IS QUICKER CHEAPER EASIER AND NO POLLUTION WHERE IS IT,-0.15,0.39999999999999997,The Times
He gonna get a nice pay packet for that Stop Oil is funded by the Climate Emergency Trust who pay out grants if you cause a nuisance This is all just to get a quick cash payout,0.4666666666666667,0.75,The Times
Forget about this why are there still so many empty seats I am sure the quot general quot public who have queued for 4 hrs would love to go to No 1 or centre court to watch some tennis Proper fans When will this ever change Maybe next week as I will be doing a rain dance,0.18125000000000002,0.3944444444444445,The Times
useless lazy ignorant cretins,-0.375,0.6,The Times
Took longer than I thought thought they 39 d be earlier morons,-0.4,0.75,The Times
Now the snooty crowd have been effected some thing will be done,0.0,0.0,The Times
I find it hard to believe these events don t have industrial machines on site to clean up paint and glitter How hard can it be to use a wet n dry hoover it s not like the tactics are original,-0.001388888888888884,0.5888888888888889,The Times
Spare some change br Law and order has been decaying for years criminal acts supported by do gooders and self serving lawyers on top of of the sex offenders in the force br They are good at joining in with the festivities though,0.26666666666666666,0.55,The Times
Couldn 39 t these protesters be publicly desexed as an example to others,0.0,0.06666666666666667,The Times
Judges support this BS so don t expect punishment they deserve,0.0,0.0,The Times
PETE TOWNSEND,0.0,0.0,The Times
How the hell were these idiots allowed to get on court why didn 39 t they get searched on the way in what happend about the security people doing their job properly,-0.4,0.45,The Times
Jso are filthy scum I hope his grandchildren gets ridiculed and bullied for his foolish action Nothing more shameful than to be related to a jso eco terrorist,-0.1,0.48,The Times
This idiot mentioned his grand children what a role model he is breaking the law and criminal damage,-0.23333333333333336,0.7833333333333333,The Times
Like the cricket it is the only thing interesting going on in a boring sport,-0.16666666666666666,0.8333333333333334,The Times
Hottest year on record ever the world is heating up I hope your looking forwards to stand pipes people,0.0,0.0,The Times
Yes he have Right for that Dekadenz and Poeple to understude nothing,0.2857142857142857,0.5357142857142857,The Times
Nutters,0.0,0.0,The Times
hilarious LOL,0.65,0.85,The Times
Stick them in a vat of oil,0.0,0.0,The Times
Selfish git,-0.5,1.0,The Times
Take a lesson from the Ukrainians Use social media to locate and report incidents as they happen Small drones then show up and drop stink bombs on these people The drones then disappear and any cleanup will be well worth it,0.027777777777777773,0.18888888888888888,The Times
At least it wasn t the cricket No one cares about tennis,-0.3,0.4,The Times
I don 39 t know about oil but they are the scum of the earth,-0.3,0.4,The Times
Thank you JSO,0.0,0.0,The Times
Actually they should be planting trees with all their free time Climate protestors would have planted many vast sprawling forests by now if they pooled all this energy into that kind of endeavour and ironically governments councils and private land owners would give over land for this for sure,0.2857142857142857,0.6519841269841269,The Times
See how the cops amp CPS always treat these idiots with kid cloves because it 39 s all prearranged theater Carbon myth is BS This is orchestrated by climate scam ZIO banksters Start giving mandatory 6 month jail sentences that would make these Marxist cretins think twice but will ZOG controlled CPS do it don 39 t hold your breath,-0.45,0.4,The Times
What is the maximum punishment they may receive,0.0,0.0,The Times
I don 39 t agree with it but I understand those people br If someone is a loser all his life then this is one of the few chances to feel important for once in his life br She have minimal 2 3 her clothes made from oil,0.03333333333333333,0.5666666666666668,The Times
Cabbages,0.0,0.0,The Times
Wankers,0.0,0.0,The Times
I know that bloke he is a total Twat,0.0,0.75,The Times
It s despicable that these people get arrested It s obvious the climate disaster is going to get real very soon Most of us will be lucky to live our lives before this happens,0.2539393939393939,0.5566666666666666,The Times
Put 39 em behind bars,-0.4,0.7,The Times
These people if you can call them that are absolute idiots Why ruin other peoples enjoyment for the sake of a cause that half of England are not interested in They are beyond losers looking for 5 minutes fame,-0.20277777777777775,0.4902777777777778,The Times
There 39 s very little deterrent to most petty crime these days and police so scared to act most of the time due to fear of prosecution due to body worn cameras The UK is in such a mess and going down hill fast I 39 ll warrant most of these JSO freaks got dropped off by their parents in a huge diesel guzzling Land Rover,0.11597222222222223,0.48762626262626263,The Times
Twats,0.0,0.0,The Times
b i only retard people will do this kind of stupid act i b,-0.275,0.975,The Times
i like these guys they heros for me one of few people with courage,-0.2,0.1,The Times
Bang the old fool up for a couple of years please that i would love to see He 39 d soon start using oil,0.3,0.4,The Times
How to distract public from the many 12 year olds Prince Andrew has locked up in a castle And I mean I m sure Charles is also a pedophile with his son,0.171875,0.5357638888888889,The Times
Close thier bank accounts Oh,0.0,0.0,The Times
Remember the face Give him a crack when you see him,0.0,0.0,The Times
The arrest looks quite different from the USA The police appeared to be taking them for tea and crumpets,-0.025,0.3,The Times
filthy scum Take their benefits away,-0.55,0.7,The Times
its time to stop pussyfooting around Put these lunatics in jail for 5 years,-0.1,0.0,The Times
Hate this lot lock the vile scum up,-0.55,0.65,The Times
Escorted out They 39 ve should have been dragged by their feet by the police car,0.0,0.0,The Times
JSO Just a stupid organisation br Jesting socialist offenders br Judus 39 s screwing ourselves br Jury of sadistic obsessives br Judgemental self centered opposers,-0.7999999999999999,1.0,The Times
The security is pathetic,-1.0,1.0,The Times
Once more orange clowns,0.5,0.5,The Times
Also How did you get to the match On foot,0.0,0.0,The Times
Cliamate Alarmism is a cult and there are big political forces using it to push for World Government They don 39 t care whatsoever about people 39 s well being or saving the planet it 39 s purely about using as justification for technocracy The socio economic system which our civilization is sustained is being torn up and we 39 re being forced into a transition that is being lead by Malthusian ideology,0.022857142857142843,0.21999999999999997,The Times
I love lube,0.5,0.6,The Times
The most excitement people will see at Wimbledon,0.5,0.5,The Times
They have one thing in common and that is they are all unemployed or pensioners,-0.3,0.5,The Times
Who is funding these people That s the real question,0.2,0.30000000000000004,The Times
Straight to prison these,0.2,0.4,The Times
Imagine putting these yuppies in a tough jail for a couple of months They wouldn 39 t know what hit them,-0.24444444444444446,0.4166666666666667,The Times
Shame the police can 39 t get these idiots off the roads as quick as they did here,-0.23333333333333336,0.65,The Times
they both missed the court completely as they got a little excited in the running part of it Basically using more oil in their journey to the station and costing us tax payers even more to pay the already overpaid pigs a wage I think everyone has a right to protest but sporting events and the public are not where it should be aimed Try houses of Parliament or politicians homes perhaps Just a thought Good luck,0.2841517857142857,0.48154761904761906,The Times
Ffs just knock him out,0.0,0.0,The Times
And next the Kool Aid Mascot will come crashing through the walls and everything will be a ok OH YEAH,0.25,0.25,The Times
Rode off at speed hahaha misreporting again are we telegraph,0.2,0.4,The Telegraph
quot stop oil quot protest by parasites that can 39 t afford a vehicle that 39 s like a homeless low life protesting for the banning of homes,0.0,0.3,The Telegraph
That motorcyclist is a hero,0.0,0.0,The Telegraph
He should of made wheelie through that crap lol,0.0,0.75,The Telegraph
Keep idiots bruh with your democration country Democration country but not understood about that ideology,-0.8,0.8,The Telegraph
Bring in heavy equipment like road rollers used to compact asphalt send a message back to the morons br The average global temperature over the past BILLION years is 18 degrees Fahrenheit warmer than the current average global temperature,-0.1722222222222222,0.3277777777777777,The Telegraph
Problem is that the protestors are blocking roads which will do nothing to end oil use It is like trying to get Genie back in the bottle by creating a vaccum One thing will not impact the other They need to protest by finding new means for humanity to progress without oil Be constructive As far as the motocyclist is concerned he is not a gentleman He is an egine revving neanderthal who can only make his point by revving the engine increasing noise and air pollution and showing the power of his bike The days of personal transportation are over The future needs to be about fast point to point shared transposrtation which offers personalization The world may defend motor use but revving engines fumes loud noises and arrogant drivers must go,0.05113636363636363,0.46545454545454545,The Telegraph
It 39 s an offence of common assault when the upper class woman grabs the motorbike rider she br Had no lawful excuse or authority to prevent free passage of the highway br BET SHE CAME BY DESIEL BUS TO ATTEND THE PROTEST AND DRIVES A NON ECO FRIENDY VEHICLE br,0.010000000000000009,0.27,The Telegraph
Imagine being a car driver br This post was made by motorcycle gang,0.0,0.0,The Telegraph
He rammed through and drove off at speed lol so extreme he pushes thought at less one 1mph and drove away at a sensible speed,0.16944444444444448,0.5888888888888889,The Telegraph
BOSS,0.0,0.0,The Telegraph
Great driving unfortunately he missed the protesters,0.15000000000000002,0.875,The Telegraph
Great,0.8,0.75,The Telegraph
What a nice man I wouldn 39 t have done the same thing,0.3,0.5625,The Telegraph
The police are clearly not doing the job they are sworn to,-0.05000000000000001,0.3833333333333333,The Telegraph
Legend,0.0,0.0,The Telegraph
The right thing to do,0.2857142857142857,0.5357142857142857,The Telegraph
Wonder if these people understands how the product thry wear gets to them and made,0.0,0.0,The Telegraph
Good man,0.7,0.6000000000000001,The Telegraph
I wouldn t have even stopped,0.0,0.0,The Telegraph
Why lie he never rams,0.0,0.0,The Telegraph
Right to protest or not they should not touch members of the public,0.14285714285714285,0.3011904761904762,The Telegraph
Pepper spray clears the road very quickly,0.43333333333333335,0.65,The Telegraph
He rode off at the speed limit No offense was commited there He did the right thing,0.2857142857142857,0.5357142857142857,The Telegraph
I never could understand why protesters block roads for the most part these are people going to and from WORK protest in front of politicians homes or corporate headquarters and leave the working class alone,0.25,0.25,The Telegraph
There all in it for the lovely mint money the seven sins of greed,0.5,0.75,The Telegraph
I 39 ll definitely do same thing if this happened in my country,0.0,0.125,The Telegraph
quot RAMS past quot If he rammed past he would go full speed the biker actually slowly nudges past and revs the engine Deliberately misleading title,-0.14,0.33999999999999997,The Telegraph
he needs a medal,0.0,0.0,The Telegraph
Fair play,0.7,0.9,The Telegraph
Can t wait to see all of the orange vest memorials on the sides of the roads,0.0,0.0,The Telegraph
I feel like he was using the road as purposed,0.0,0.0,The Telegraph
I woud do it with my car,0.0,0.0,The Telegraph
HELL YEAH WE NEED MORE OF THIS,0.5,0.5,The Telegraph
good for him,0.7,0.6000000000000001,The Telegraph
Too bad the Original Mad Max bikers didn 39 t drive by,-0.3166666666666666,0.8055555555555555,The Telegraph
Good job man give him a pint,0.7,0.6000000000000001,The Telegraph
Here in America we don 39 t mess around,-0.175,0.175,The Telegraph
cars should do the same just push acceleration,0.0,0.125,The Telegraph
Full speed ahead,0.35,0.55,The Telegraph
How did the protesters get there br By car,0.0,0.0,The Telegraph
If they had any brains or guts they take that protest to the steps of the Exxon corporate hedquarters not hassling the common man,-0.15,0.25,The Telegraph
Covid 2 9,0.0,0.0,The Telegraph
Good,0.7,0.6000000000000001,The Telegraph
Rode off at speed about 20 mph in a 40 zone Classic media,0.16666666666666666,0.16666666666666666,The Telegraph
Nudged Not rammed,0.0,0.0,The Telegraph
I pray that they will try to block the Hells Angels That should be fun,0.3,0.2,The Telegraph
W biker,0.0,0.0,The Telegraph
,0.0,0.0,The Telegraph
If that was India the reaction would be different,0.0,0.6,The Telegraph
Stopoil looks like a bunch of drug addicts,0.0,0.0,The Telegraph
What 39 s next Stop drinking water,0.0,0.0,The Telegraph
Man 39 s was just like quot scuse me just wanna get through cheers quot,0.0,0.0,The Telegraph
Oh buddy aren t they lucky that my parents weren t in a car replacing that cyclist,0.3333333333333333,0.8333333333333334,The Telegraph
NOT ALL HEROES WEAR CAPES,0.0,0.0,The Telegraph
Bellends,0.0,0.0,The Telegraph
Why did he slow down,-0.2277777777777778,0.34444444444444444,The Telegraph
Why did he slow down,-0.2277777777777778,0.34444444444444444,The Telegraph
She put hands on him whilst he was riding a motorbike thats an assault and could have caused an accident,0.0,0.0,The Telegraph
Good,0.7,0.6000000000000001,The Telegraph
good now do this with bigger vehicles like trucks or cars,0.35,0.55,The Telegraph
Good,0.7,0.6000000000000001,The Telegraph
a href the product of soy and too many gender studies classes JFC,0.5,0.5,The Telegraph
Play stupid games and win stupid prizes,-0.2666666666666666,0.7999999999999999,The Telegraph
Good man,0.7,0.6000000000000001,The Telegraph
Good for that Mitorcyclist He 39 s probably on his way to Work Something these Protesters know nothing about,0.7,0.6000000000000001,The Telegraph
Up on the back wheel Never touch a mans motorbike,0.0,0.0,The Telegraph
Said nothing didn 39 t stop just pass through,0.0,0.0,The Telegraph
GO GET JOBS BELL ENDS,0.0,0.0,The Telegraph
We all need to do this Why aren these protesters looking for work Cut their benefits,0.0,0.0,The Telegraph
Fuk off telegraph he didn 39 t ram anyone but drove through with control,0.0,0.0,The Telegraph
Well done motorcyclist these idiots need to learn not to block our civil rights,-0.8,0.8,The Telegraph
It s honestly infuriating seeing these protesters They have a good cause renewable energy but go about it in the complete wrong way and give people who want to act on climate change a bad name by being morons,-0.3,0.7277777777777779,The Telegraph
Western Countries have started to fall,0.0,0.0,The Telegraph
He must work for a living,0.0,0.0,The Telegraph
Well done,0.0,0.0,The Telegraph
Imagine blocking a street and not prepare to hold it,0.0,0.0,The Telegraph
This is even worse than the Berlin Wall that fell a few years ago,-0.30000000000000004,0.35,The Telegraph
fair play to him,0.7,0.9,The Telegraph
Hero,0.0,0.0,The Telegraph
I would ve flipped them off driving away,0.0,0.0,The Telegraph
Hope the motorbike is okay,0.5,0.5,The Telegraph
Good,0.7,0.6000000000000001,The Telegraph
They know they 39 re causing more pollution blocking the road right,0.39285714285714285,0.5178571428571428,The Telegraph
He was being assulted why wasn 39 t that person arrested,0.0,0.0,The Telegraph
how is this type of protest going to help the politicians make the decisions not the people,0.0,0.0,The Telegraph
If she tried grabbing me I 39 d elbow her with my hard padded elbow,-0.2916666666666667,0.5416666666666666,The Telegraph
I ride and if someone were to grab me when I 39 m on the bike I 39 d gun it and get out of there just like that guy did,0.0,0.0,The Telegraph
Honestly to hell with them all Good for that guy for travelling freely,0.5666666666666665,0.7666666666666666,The Telegraph
What a chad,0.0,0.0,The Telegraph
Respect for the man with the motorcycle,0.0,0.0,The Telegraph
That stupid woman grabbed his throttle arm That looks like a 650 1000cc bike so very powerful She could have easily killed one or multiple people,-0.15249999999999997,0.5,The Telegraph
National hero,0.0,0.0,The Telegraph
He was right to pass them Its his way first,0.26785714285714285,0.43452380952380953,The Telegraph
That woman would have been elbowed right in her face if she had grabbed hold of me like that more vehicles should be doing this move the morons out of the way total idiots,-0.16285714285714287,0.7171428571428571,The Telegraph
wat need to do is find out who these b b are and block them in their houses,0.0,0.0,The Telegraph
good for him why are the police not stopping this if i decided to go sit in middle of the m1 then sure i 39 d b locked up,0.39999999999999997,0.4962962962962963,The Telegraph
Holding his arm while in operation of a motorcycle ps that 39 s a form of assault I would happily put all of them in hospital just for standing in the road obstructing let alone grabbing me,0.8,1.0,The Telegraph
fair play to him,0.7,0.9,The Telegraph
Motorist should all carry super soaker squirt guns filled with urin to wet the protestors with,0.21111111111111114,0.6555555555555556,The Telegraph
Dude brushed away all germs,0.0,0.1,The Telegraph
The pigs are useless why do they have jobs,-0.5,0.2,The Telegraph
I dont care about your right wing clickbait videos youtube but blocking channel would also remove all telegraph,0.2857142857142857,0.5357142857142857,The Telegraph
RIGHT ON,0.2857142857142857,0.5357142857142857,The Telegraph
What a chad,0.0,0.0,The Telegraph
good job the guy in motorcycle,0.7,0.6000000000000001,The Telegraph
Baller,0.0,0.0,The Telegraph
The funny thing is them blocking the road cause more polution as vehicles has to stay there longer time,0.375,0.75,The Telegraph
Rightly so,0.2857142857142857,0.5357142857142857,The Telegraph
I 39 m so sick of these people blocking the traffic and i dont even live there Why dont they just drive through them,-0.288961038961039,0.6785714285714286,The Telegraph
GOAT,0.0,0.0,The Telegraph
Please move i forgiven becos i loot,0.0,0.0,The Telegraph
Those saying they have a right to protest yes but not BLOCK THE ROAD,0.2857142857142857,0.5357142857142857,The Telegraph
Someone should drive through one of these protests with one of those American pickup trucks that have those diesel engines in them that emit a ton of carbon and pollution and have like 2mpg that would be hilarious to see their reactions,0.25,0.5,The Telegraph
If borderline disorder was a protest,0.0,0.0,The Telegraph
Moped guy is from punjabi,0.0,0.0,The Telegraph
quot Just stop oil quot is ok but what 39 s the alternative,0.5,0.5,The Telegraph
Nice one,0.6,1.0,The Telegraph
Just Stop Oil has Just Pissed Off Everyone,0.0,0.0,The Telegraph
Yeah let 39 s keep these engines sitting here idle burning away That 39 ll teach em,0.0,0.0,The Telegraph
quot Smashes quot through lol far from it whar a click bait,0.45,0.85,The Telegraph
He 39 s right They could buy and island and create their own country and live of if with no oil involved in theory,0.34069264069264066,0.6785714285714285,The Telegraph
Respect for vespa biker,0.0,0.0,The Telegraph
By blocking them they 39 re using more oil Fricking genius protesters,0.5,0.5,The Telegraph
lol legend,0.8,0.7,The Telegraph
Pure Swag Bro,0.21428571428571427,0.5,The Telegraph
These organizations protesting will only make themselves more unlikeable by causing these scenes and holding up traffic very poor strategy,-0.006666666666666672,0.7600000000000001,The Telegraph
Detain these npcs,0.0,0.0,The Telegraph
Go on son,0.0,0.0,The Telegraph
jobless,0.0,0.0,The Telegraph
Get out of my way I 39 m late for work,-0.3,0.6,The Telegraph
When we needed a hero br We got The Moped Man,0.0,0.0,The Telegraph
Legend,0.0,0.0,The Telegraph
Idk man somehow they are like clueless people They doing it for money i guess,0.0,0.0,The Telegraph
Here in The United States it 39 s against the law to block traffic,0.0,0.0,The Telegraph
I guess they don t realize they re wearing petroleum products,0.0,0.0,The Telegraph
Next time ensure there are casualties,0.0,0.0,The Telegraph
Haha Lots of Abnormal Teenagers Lol and These are the same LGBTQ Lookin Fkers Lmfao,0.3333333333333333,0.375,The Telegraph
These fools would rather the government buy their oil from the arabs who terrorize London in their cars and treat the British citizens like a second class in their own country,0.19999999999999998,0.3333333333333333,The Telegraph
LOL guy got 1000cc bollocks on a 125cc KUDOS,0.8,0.7,The Telegraph
my man,0.0,0.0,The Telegraph
Where are all the moped roadmen when we actually want them to be running people down and laughing at them fam,-0.07777777777777779,0.19444444444444448,The Telegraph
I don t agree with the guy who was manhandling people but that moped is my hero what a legend,0.0,0.0,The Telegraph
protests are rubbish,0.0,0.0,The Telegraph
My brother father and myself ran in to this problem on the freeway My uncle got so pissed that he started knocking them out and dragging them out of the road They actually passed laws in my state that we can now plow through anyone that won 39 t move out of the road This law needs to be passed everywhere It would end this crap for good,-0.03333333333333336,0.5,The Telegraph
This is a speed bump in the US,0.0,0.0,The Telegraph
England is doomed,0.0,0.0,The Telegraph
W MOPED RIDER,0.0,0.0,The Telegraph
The just oil people should hire bodyguards,0.0,0.0,The Telegraph
There could be an emergency that involves an ambulance or a police Just dont block the traffic,0.0,0.0,The Telegraph
The guy on the scooter is an absolute legend He 39 s not putting up with this sh t,0.2,0.9,The Telegraph
Well done moped driver,0.0,0.0,The Telegraph
A man who does not use Oil pulls them off the road How ironic,0.2,0.9,The Telegraph
Based If anything those protestors are harming any chances they had of rallying support,0.0,0.0,The Telegraph
Woah Thats the bravest guy ever,0.0,0.0,The Telegraph
it just makes me want to go and get sume new oil,0.13636363636363635,0.45454545454545453,The Telegraph
He should get a medal,0.0,0.0,The Telegraph
Give that man a medal,0.0,0.0,The Telegraph
Literally bots,0.0,0.0,The Telegraph
They dont have police in UK,0.0,0.0,The Telegraph
The best part about him is it exposes what absolute cowards every other single driver on the road is for just sitting there,0.25089285714285714,0.44732142857142854,The Telegraph
someone should create a protest on the pavement called quot just start oil quot,0.0,0.0,The Telegraph
The scooter guy is a chad,0.0,0.0,The Telegraph
,0.0,0.0,The Telegraph
Go on son,0.0,0.0,The Telegraph
Not all heroes wear capes,0.0,0.0,The Telegraph
Call in a whole fleet of motorcycles,0.2,0.4,The Telegraph
These individuals are called Bolshevik Terrorists,0.0,0.0,The Telegraph
why is it always the weaklings who can be thrown to the ground with just one push protesting for such dumg things,0.0,0.5,The Telegraph
Skip the Ped Get a mop and slap them till they move,0.0,0.0,The Telegraph
I 39 m not an expert but I think the moped driver finished the race first by the looks of it,0.25,0.3333333333333333,The Telegraph
Honestly we should just use more oil because of this,0.55,0.7,The Telegraph
Say stop oil Yet everything they use had oil trace Plastic glasses the safety jacket their shoes All use plastic Plastic comes from oil byproduct,0.0,0.0,The Telegraph
Would just like to point out those Stop Oil signs made with oil byproducts Fking MOE RONS,0.0,0.0,The Telegraph
Nothing wrong here,-0.5,0.9,The Telegraph
Don t they waste more gas like this,0.15,0.25,The Telegraph
These people taking on these protesters are heros,0.0,0.0,The Telegraph
When they protest suddenly freedom of speech and the right to protest doesn 39 t exist And then right wingers will scream quot I 39 m being supressed waaah no freedom of speech quot when they have to face the consequences of their illegal and violent actions,-0.14571428571428574,0.6142857142857142,The Telegraph
They pushing the public to hate them like few months ago a woman missed attending her mother funeral because of just stop oil blocking and they didn 39 t care what people would be late for,-0.325,0.41666666666666663,The Telegraph
give this biker a good pat on the back well done pal hope the bike never got damaged,0.35,0.30000000000000004,The Telegraph
Up the Mod 39 s,0.2,0.4,The Telegraph
Just stop commies,0.0,0.0,The Telegraph
Streets are common places for protests,-0.3,0.5,The Telegraph
At least they 39 d let me through because I use a bicycle,-0.3,0.4,The Telegraph
Selfish losers,-0.35,0.6,The Telegraph
The word sub moron only begins to describe these people,-0.4,1.0,The Telegraph
Ah yes lets protest the excessive use of oils by making cars idle longer thus using up more oil,0.125,0.75,The Telegraph
Hilarious like something out of Dumb amp Dumber,0.0625,0.75,The Telegraph
Smart move by the Moped guy br Screeching breaks to move them aside br Not polite but effective way to ask for some space,0.40714285714285714,0.7214285714285715,The Telegraph
Imagine if there was a just start oil and it s sole purpose is to stop these people from blocking the streets,0.0,0.25,The Telegraph
How nice to protest against oil with banners made of oil products,0.6,1.0,The Telegraph
Not a moped its a Vespa GTS300 VIVA ITALIA,0.0,0.0,The Telegraph
Legend,0.0,0.0,The Telegraph
Legend,0.0,0.0,The Telegraph
I dare them to do this in an MMA ring,0.0,0.0,The Telegraph
j20 also have a glittery pear and guava flavour out this summer,0.0,0.0,The Telegraph
Look this world we live in has gone absolutely crazy Cant stand the bollocks anymore,-0.2318181818181818,0.7,The Telegraph
F just stop oil,0.0,0.0,The Telegraph
National hatred,0.0,0.0,The Telegraph
